GeneId,GeneSym,mRNA concentrationa in AU/µg DCW at µ=0.10 h-1,mRNA concentrationa in AU/µg DCW at µ=0.20 h-1,mRNA concentrationa in AU/µg DCW at µ=0.40 h-1,mRNA concentrationa in AU/µg DCW at µ=0.63 h-1,mRNA half-lifea in min at µ=0.10 h-1,mRNA half-lifea in min at µ=0.20 h-1,mRNA half-lifea in min at µ=0.40 h-1,mRNA half-lifea in min at µ=0.63 h-1,Gene in Operonb?,Number of genes in operonb,Position in operonb,Gene is essentialc? ,COGd,Cell location of gene productd,length of ORFe in bp,%GC of ORF,length of 5'UTRf in bp,%GC of 5'UTR,length of ORF+5'UTR in bp,%GC of ORF+5'UTR,CAI of ORF,Protein with signal peptided?
b0738,tolR,1806.98,2664.19,4231.07,5760.61,3.31,2.23,1.73,1.49,Yes,4,3,No,"[U] Intracellular trafficking, secretion, and vesicular transport",Membrane Anchored,429,0.52,589,0.53,1018,0.53,0.4,No
b0739,tolA,618.88,1033.15,1886.33,2256.2,4.53,2.86,2.63,2.24,Yes,4,4,No,[M] Cell wall/membrane/envelope biogenesis,Membrane Anchored,1266,0.52,NA,NA,NA,NA,0.45,No
b0740,tolB,10457.56,16027.35,26276.32,31266.09,2.17,1.79,1.64,2.84,Yes,3,1,No,"[U] Intracellular trafficking, secretion, and vesicular transport",Periplasmic,1293,0.53,479,0.49,1772,0.52,0.52,No
b0741,pal,18037.49,36098.48,53965.68,56038.13,4.04,10.45,7.63,7.05,Yes,3,2,No,[M] Cell wall/membrane/envelope biogenesis,Outer membrane Lipoprotein,522,0.51,150,0.45,672,0.5,0.73,No
b0742,ybgF,7233.55,11768.45,22946.62,25545.48,2.49,2.44,2.22,2.78,Yes,3,3,No,[S] Function unknown,Periplasmic,792,0.49,308,0.5,1100,0.5,0.43,Yes
b0750,nadA,4315.44,6680.34,10069.88,18927.42,2.24,1.58,1.36,1.31,Yes,2,1,No,[H] Coenzyme transport and metabolism,Cytoplasmic,1044,0.5,36,0.39,1080,0.5,0.35,No
b0751,pnuC,2789.91,3732.58,6363.12,7202.39,2.53,1.95,1.64,1.6,Yes,2,2,No,[H] Coenzyme transport and metabolism,Integral Membrane Protein,720,0.48,NA,NA,NA,NA,0.35,No
b0752,zitB,1032.86,1452.29,2012.65,2034.42,3.82,2.83,2.42,2.51,No,1,NA,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,942,0.53,24,0.38,966,0.53,0.32,No
b0754,aroG,5239.33,10743.09,19372.98,35909.9,2.18,1.48,1.15,1.8,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,1053,0.52,41,0.39,1094,0.52,0.46,No
b0755,gpmA,9534.35,15572,13916.82,23775.36,2.47,2.63,2.39,2.1,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,753,0.51,75,0.33,828,0.49,0.64,No
b0756,galM,8839.49,14775.43,25720.57,21659.95,2.05,1.86,1.71,1.41,Yes,4,4,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1041,0.56,6,0.5,1047,0.56,0.45,No
b0757,galK,5080.89,6801.82,10225.4,10451.89,2.32,2.17,1.95,1.72,Yes,4,3,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1149,0.53,36,0.44,1185,0.53,0.49,No
b0758,galT,2091.15,2830.26,3838.77,4186.31,2.81,2.17,1.97,2,Yes,4,2,No,[C] Energy production and conversion,Cytoplasmic,1047,0.56,NA,NA,NA,NA,0.43,No
b0759,galE,1905.5,1871.82,3018.84,3845.32,2.99,2.49,2.14,2.19,Yes,4,1,No,NA,Cytoplasmic,1017,0.54,324,0.44,1341,0.52,0.51,No
b0760,modF,2863.58,4599.11,8373.76,10340.72,2.6,1.78,1.36,1.28,Yes,2,2,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,1473,0.53,NA,NA,NA,NA,0.34,No
b0761,modE,641.02,879.07,1436.48,1841.15,4.92,3.48,2.72,2.57,Yes,2,1,No,[R] General function prediction only,Cytoplasmic,789,0.53,18,0.39,807,0.52,0.36,No
b0762,ybhT,184.05,213.39,346.2,308.49,10.21,8.38,6.38,7.95,No,1,NA,No,NA,Unknown,150,0.41,22,0.41,172,0.41,0.41,No
b0763,modA,1109.31,5535.83,7882.36,8511.2,4.09,2.32,1.86,1.78,Yes,3,1,No,[P] Inorganic ion transport and metabolism,Periplasmic,774,0.51,207,0.42,981,0.49,0.48,Yes
b0764,modB,1088.52,2606.98,6973.53,6973.18,3.6,2.13,1.67,1.42,Yes,3,2,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,690,0.54,NA,NA,NA,NA,0.32,No
b0765,modC,893.97,3235.47,7080.56,5741.75,4.08,2.03,1.66,1.55,Yes,3,3,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,1059,0.54,486,0.56,1545,0.54,0.38,No
b0766,ybhA,1280.93,2111.48,3133.24,3370.03,3.65,2.55,2.04,2.02,No,1,NA,No,[R] General function prediction only,Cytoplasmic,819,0.52,466,0.51,1285,0.51,0.44,No
b0771,ybhJ,125.68,193.75,260.16,210.21,18.66,11.55,9.58,13.63,No,1,NA,No,[C] Energy production and conversion,Cytoplasmic,2262,0.51,NA,NA,NA,NA,0.47,No
b0772,ybhC,3331.4,7210.47,10231.94,10701.51,2.41,1.59,1.28,1.83,No,1,NA,No,[G] Carbohydrate transport and metabolism,Outer membrane Lipoprotein,1284,0.53,319,0.46,1603,0.52,0.5,Yes
b0773,ybhB,285.34,370.85,584.59,648.76,8.63,6.2,4.51,4.56,No,1,NA,No,[R] General function prediction only,Cytoplasmic,477,0.52,NA,NA,NA,NA,0.45,No
b0774,bioA,1875.77,2574.41,5358.76,5693.28,3.05,2.29,1.53,1.54,No,1,NA,No,[H] Coenzyme transport and metabolism,Cytoplasmic,1290,0.56,33,0.27,1323,0.56,0.42,No
b0775,bioB,1619.15,2394.14,3461.75,4761.63,3.23,2.38,1.87,1.85,Yes,4,1,No,[H] Coenzyme transport and metabolism,Cytoplasmic,1041,0.56,43,0.42,1084,0.55,0.4,No
b0776,bioF,1150.65,2451.61,3900.03,5539.98,3.5,2.16,1.72,1.69,Yes,4,2,No,[H] Coenzyme transport and metabolism,Unknown,1155,0.58,NA,NA,NA,NA,0.37,No
b0777,bioC,463.76,1219.17,1656.94,2235.13,5.14,2.81,2.47,2.36,Yes,4,3,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Cytoplasmic,756,0.56,NA,NA,NA,NA,0.3,No
b0778,bioD,861.09,1636.4,2610.19,3711.6,3.73,2.59,2.38,2.19,Yes,4,4,No,[H] Coenzyme transport and metabolism,Cytoplasmic,678,0.54,NA,NA,NA,NA,0.34,Yes
b0779,uvrB,1719.45,2090.73,3116.36,3347.08,3.1,2.62,2.24,2.46,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,2022,0.54,64,0.47,2086,0.53,0.42,No
b0780,ybhK,552.32,1002.17,1858.98,2000.06,5.47,3.9,3.14,2.76,No,1,NA,No,[S] Function unknown,Cytoplasmic,909,0.51,24,0.38,933,0.51,0.32,No
b0781,moaA,1253.19,2328.89,2253.07,3730.4,3.72,2.51,2.32,1.97,Yes,5,1,No,[H] Coenzyme transport and metabolism,Cytoplasmic,990,0.54,130,0.52,1120,0.54,0.46,No
b0782,moaB,7603.78,7214.72,12083.57,17956.48,3.05,3.6,3.18,2.11,Yes,5,2,No,[H] Coenzyme transport and metabolism,Cytoplasmic,513,0.52,NA,NA,NA,NA,0.48,No
b0783,moaC,4705.37,4920.87,8030.87,11348.01,3.6,4.14,3.76,2.35,Yes,5,3,No,[H] Coenzyme transport and metabolism,Cytoplasmic,486,0.56,341,0.53,827,0.55,0.43,No
b0784,moaD,1885.33,2536.13,3592.65,4770.69,4.03,4.34,3.93,2.65,Yes,5,4,No,[H] Coenzyme transport and metabolism,Cytoplasmic,246,0.56,NA,NA,NA,NA,0.47,No
b0785,moaE,1088.57,1132.06,2248.33,2766.67,5.27,5.58,4.5,3.28,Yes,5,5,No,[H] Coenzyme transport and metabolism,Cytoplasmic,453,0.57,NA,NA,NA,NA,0.49,No
b0786,ybhL,4423.44,4396.63,8474.12,11459.98,2.74,2.43,1.97,1.73,No,1,NA,No,[R] General function prediction only,Integral Membrane Protein,705,0.49,26,0.38,731,0.48,0.35,No
b0788,ybhN,249.93,344.18,331.62,484.08,7.79,7.79,7.77,6.84,Yes,3,3,No,[S] Function unknown,Integral Membrane Protein,957,0.52,230,0.58,1187,0.53,0.37,No
b0789,ybhO,467.45,477.28,621.08,801.16,5.39,4.7,4.63,4.21,Yes,3,2,No,[I] Lipid transport and metabolism,Cytoplasmic,1242,0.54,NA,NA,NA,NA,0.37,No
b0790,ybhP,768.13,738.06,740,1111.43,4.42,3.77,3.76,3.42,Yes,3,1,No,[R] General function prediction only,Cytoplasmic,762,0.56,27,0.37,789,0.55,0.32,No
b0791,ybhQ,1679.38,704.13,639.47,597.52,3.38,4.39,5.31,5.21,No,1,NA,No,NA,Integral Membrane Protein,411,0.55,NA,NA,NA,NA,0.38,No
b0792,ybhR,343.13,391.73,779.48,769.58,6.33,5.79,5.34,4.35,Yes,5,5,No,[V] Defense mechanisms,Integral Membrane Protein,1107,0.52,NA,NA,NA,NA,0.36,No
b0793,ybhS,256.5,433.4,722.54,692.51,7.52,5.18,4.78,4.29,Yes,5,4,No,[V] Defense mechanisms,Integral Membrane Protein,1134,0.55,472,0.54,1606,0.55,0.39,No
b0794,ybhF,877.54,1505.91,2660.04,2673.53,3.84,2.89,2.44,2.06,Yes,5,3,No,NA,Cytoplasmic,1737,0.56,13,0.69,1750,0.56,0.38,No
b0795,ybhG,1484.27,2458.31,3891.74,3030.48,3.29,2.37,2.13,1.93,Yes,5,2,No,[M] Cell wall/membrane/envelope biogenesis,Membrane Anchored,999,0.57,386,0.53,1385,0.56,0.39,No
b0796,ybiH,271.9,528.11,727.23,793.37,8.33,5.11,4.52,4.41,Yes,5,1,No,[K] Transcription,Cytoplasmic,672,0.54,54,0.37,726,0.53,0.38,No
b0798,ybiA,147.79,182.18,211.57,238.28,11.84,8.4,10.42,9.05,No,1,NA,No,[S] Function unknown,Cytoplasmic,483,0.5,66,0.44,549,0.5,0.36,No
b0799,dinG,240.98,337.58,503.86,406.95,7.95,5.83,4.84,5.36,No,1,NA,No,[K] Transcription,Cytoplasmic,2151,0.54,NA,NA,NA,NA,0.36,No
b0800,ybiB,1482.97,2336.26,3056.08,2544.56,4.6,6.93,8.82,5.84,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,963,0.56,NA,NA,NA,NA,0.4,No
b0801,ybiC,7974.13,11969.31,20747.2,24438.09,1.86,1.56,1.54,4.05,No,1,NA,No,[C] Energy production and conversion,Unknown,1086,0.56,33,0.33,1119,0.55,0.39,No
b0802,ybiJ,340.24,575.47,836.15,1311.71,7.01,4.29,4.41,3.2,No,1,NA,No,NA,Unknown,261,0.51,50,0.36,311,0.48,0.48,Yes
b0804,ybiX,378.11,516.24,803.16,1948.47,6.03,4.63,4.23,2.28,No,1,NA,No,NA,Cytoplasmic,678,0.53,NA,NA,NA,NA,0.37,No
b0805,fiu,859.15,2009.46,3550.76,9921.04,3.89,2.41,1.99,2.31,No,1,NA,No,[P] Inorganic ion transport and metabolism,Outer Membrane B-barrel protein,2283,0.54,135,0.4,2418,0.53,0.42,Yes
b0807,rlmF,1275.92,1622.96,2904.61,3543.97,3.64,2.85,2.14,2.29,No,1,NA,No,[R] General function prediction only,Cytoplasmic,927,0.54,17,0.41,944,0.54,0.38,No
b0808,ybiO,106.38,116.51,137.88,144.84,17.15,14.12,13.89,14.49,No,1,NA,No,NA,Integral Membrane Protein,2226,0.53,226,0.47,2452,0.53,0.37,No
b0809,glnQ,67.11,101.27,138.04,100.64,21.51,13.66,13.93,24.04,Yes,3,3,No,[E] Amino acid transport and metabolism,Cytoplasmic,723,0.54,369,0.53,1092,0.54,0.52,No
b0810,glnP,55.85,91.7,107.05,126.01,24.21,14.5,17.76,16.24,Yes,3,2,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,660,0.53,243,0.49,903,0.52,0.44,No
b0811,glnH,975.58,1436.71,1180.91,1343.95,3.74,3.2,3.06,2.74,Yes,3,1,No,[E] Amino acid transport and metabolism,Periplasmic,747,0.49,43,0.51,790,0.49,0.61,Yes
b0814,ompX,510.95,1141.07,1852.67,10733.27,5.95,4.73,3.17,2.64,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Unknown,516,0.51,322,0.37,838,0.46,0.78,Yes
b0815,ybiP,174.34,269.7,412.88,469.49,10.65,6.2,5.76,5.24,No,1,NA,No,[R] General function prediction only,Integral Membrane Protein,1584,0.48,238,0.52,1822,0.49,0.37,No
b0816,yliL,43.85,57.29,81.41,106.3,39.13,31.25,27.91,25.04,NA,NA,NA,No,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,No
b0817,mntR,1295.76,2001.86,2546.65,4333.13,3.66,2.79,2.28,1.98,Yes,2,1,No,[K] Transcription,Cytoplasmic,468,0.54,46,0.43,514,0.53,0.33,No
b0818,ybiR,674.24,1098.79,1924.79,2744.33,4.91,3.19,2.43,2.22,Yes,2,2,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,1119,0.52,NA,NA,NA,NA,0.3,No
b0819,ybiS,2191.58,4121.82,7558.44,7717.6,2.91,1.88,1.4,1.67,No,1,NA,No,[S] Function unknown,Unknown,921,0.53,56,0.45,977,0.53,0.55,No
b0820,ybiT,3239.38,6143.8,9878.67,9789.31,2.55,1.72,1.54,1.58,No,1,NA,No,[R] General function prediction only,Cytoplasmic,1593,0.53,NA,NA,NA,NA,0.54,No
b0821,ybiU,277.92,380.01,633.84,879.18,7.54,5.97,5.38,6.15,No,1,NA,No,NA,Cytoplasmic,1266,0.56,584,0.45,1850,0.52,0.37,No
b0822,ybiV,190.62,446.06,651.17,1056.1,9.99,5.15,4.09,3.51,No,1,NA,No,[R] General function prediction only,Cytoplasmic,816,0.47,639,0.54,1455,0.5,0.42,No
b0825,fsaA,306.84,403.35,685.56,707.81,7.74,5.3,4.31,4.32,No,1,NA,No,NA,Cytoplasmic,663,0.54,NA,NA,NA,NA,0.43,No
b0826,moeB,875.68,1398.93,2439.46,1989.17,4.24,2.81,2.22,2.48,Yes,2,2,No,[H] Coenzyme transport and metabolism,Unknown,750,0.55,696,0.56,1446,0.56,0.42,No
b0827,moeA,430.23,871.11,1172.37,1220.81,6.19,3.77,3.11,3.41,Yes,2,1,No,[H] Coenzyme transport and metabolism,Cytoplasmic,1236,0.56,30,0.47,1266,0.56,0.42,No
b0828,iaaA,4005.72,5883.68,7109.95,9558.86,2.26,1.72,1.49,1.36,Yes,5,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,966,0.57,31,0.48,997,0.56,0.35,No
b0829,gsiA,1550.69,2389.05,3727.07,5231.34,2.94,2.17,1.89,1.53,Yes,5,2,No,[R] General function prediction only,Cytoplasmic,1839,0.54,112,0.55,1951,0.54,0.35,No
b0830,gsiB,1557.22,2370.76,3006.42,2997.57,2.86,2.56,2.91,2.14,Yes,5,3,No,[E] Amino acid transport and metabolism,Periplasmic,1539,0.52,NA,NA,NA,NA,0.41,No
b0832,gsiD,756.85,1116.47,1827.87,2628.83,4.41,3.58,3.69,2.27,Yes,5,5,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,912,0.53,450,0.54,1362,0.53,0.33,No
b0835,rimO,1118.75,2316.07,4073.84,6336.45,3.88,2.31,1.63,1.56,No,1,NA,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,1326,0.53,34,0.32,1360,0.52,0.54,No
b0837,yliI,414.38,351.17,504,413.6,6.63,6.29,5.61,6.8,No,1,NA,No,[G] Carbohydrate transport and metabolism,Periplasmic,1116,0.52,20,0.55,1136,0.52,0.37,Yes
b0838,yliJ,2431.84,2462.96,4136.71,3078.77,4.71,5.92,5.46,8.13,No,1,NA,No,NA,Unknown,627,0.52,39,0.59,666,0.52,0.36,No
b0839,dacC,2769.94,3133.73,3829.86,3183.14,2.81,2.36,2.08,2.31,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,1203,0.52,56,0.36,1259,0.51,0.43,Yes
b0840,deoR,1126.65,1461.29,2606.5,3329.86,3.96,3.28,2.26,2.25,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,759,0.51,374,0.52,1133,0.51,0.4,No
b0841,ybjG,599.4,1026.14,1469.45,2313.11,5.22,3.52,2.78,2.47,No,1,NA,No,[I] Lipid transport and metabolism,Integral Membrane Protein,597,0.52,117,0.46,714,0.51,0.3,No
b0842,mdfA,395.48,496.48,1090.85,1394.03,6.58,4.68,3.17,3.03,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1233,0.52,NA,NA,NA,NA,0.33,No
b0843,ybjH,154.22,258.33,395.84,520.59,11.55,7.35,7.03,5.96,No,1,NA,No,NA,Unknown,285,0.53,650,0.48,935,0.49,0.37,Yes
b0844,ybjI,620.61,1057.84,1322.65,2820.82,4.73,3.15,3.34,2.64,Yes,2,2,No,NA,Cytoplasmic,816,0.46,261,0.59,1077,0.49,0.41,No
b0845,ybjJ,434.24,811.72,1245.3,1997.91,5.88,3.72,2.85,2.54,Yes,2,1,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1209,0.55,NA,NA,NA,NA,0.33,No
b0846,ybjK,287.58,274.37,335.68,467.71,7.5,6.87,7.34,5.99,No,1,NA,No,[S] Function unknown,Cytoplasmic,537,0.52,NA,NA,NA,NA,0.29,No
b0847,ybjL,467.78,871.5,1297.3,1670.27,5.4,3.43,2.66,2.66,No,1,NA,No,[R] General function prediction only,Integral Membrane Protein,1686,0.52,174,0.34,1860,0.5,0.34,No
b0850,ybjC,645.07,710.4,935.81,1674.05,4.76,3.75,3.34,3.07,Yes,4,1,No,NA,Integral Membrane Protein,288,0.5,50,0.42,338,0.49,0.3,No
b0851,nfsA,5422.54,5521.68,10628.17,13434.07,2.38,2,1.69,2.08,Yes,4,2,No,[C] Energy production and conversion,Cytoplasmic,723,0.53,94,0.48,817,0.52,0.39,No
b0852,rimK,677.21,1156.42,1959.41,2049.08,4.89,3.1,2.46,2.55,Yes,4,3,No,[H] Coenzyme transport and metabolism,Cytoplasmic,903,0.56,32,0.56,935,0.56,0.36,No
b0853,ybjN,504.46,653.57,1060.49,1193.76,5.43,4.13,3.4,3.39,Yes,4,4,No,NA,Cytoplasmic,477,0.48,31,0.29,508,0.47,0.41,No
b0854,potF,8408.91,9487.23,11669.24,13068.03,2.25,2.49,2.24,2.32,Yes,4,1,No,[E] Amino acid transport and metabolism,Periplasmic,1113,0.51,143,0.4,1256,0.5,0.44,Yes
b0855,potG,2298.72,3499.45,4139.55,3933.24,2.67,2.05,2,1.9,Yes,4,2,No,NA,Cytoplasmic,1134,0.55,630,0.54,1764,0.55,0.39,No
b0856,potH,982.26,1378.16,1943.37,2250.3,3.57,2.93,2.85,2.44,Yes,4,3,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,954,0.51,468,0.55,1422,0.52,0.34,No
b0857,potI,1214.62,1387.42,2323.91,2881.23,3.51,3.47,3.47,2.41,Yes,4,4,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,846,0.55,NA,NA,NA,NA,0.27,No
b0858,ybjO,392.99,558.06,1018.74,1378.89,6.57,5.06,3.61,3.1,Yes,2,1,No,NA,Integral Membrane Protein,489,0.52,NA,NA,NA,NA,0.35,No
b0859,rumB,309.89,491.48,926.46,999.02,7.26,4.58,3.4,3.42,Yes,2,2,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,1128,0.55,NA,NA,NA,NA,0.42,No
b0860,artJ,10443.25,7593.51,10666.52,21519.27,2.15,2.37,2.04,1.59,No,1,NA,No,[E] Amino acid transport and metabolism,Periplasmic,732,0.45,51,0.49,783,0.45,0.49,Yes
b0861,artM,3515.97,4426.38,9917.95,11266.82,2.96,2.2,1.66,1.31,Yes,4,4,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,669,0.52,483,0.55,1152,0.53,0.39,No
b0862,artQ,9334.15,10171.16,20884.83,25114.66,2.42,1.75,1.39,1.11,Yes,4,3,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,717,0.55,NA,NA,NA,NA,0.37,No
b0863,artI,7767.45,8073.18,13230.64,15754.69,2.49,2.13,1.73,1.41,Yes,4,2,No,[E] Amino acid transport and metabolism,Periplasmic,732,0.5,NA,NA,NA,NA,0.6,Yes
b0864,artP,4770.84,4950.87,7900.32,14385.54,2.46,1.92,1.51,1.26,Yes,4,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,729,0.53,232,0.41,961,0.5,0.49,No
b0865,ybjP,5060.28,3690.97,4350.01,5246.17,3.19,4.42,4.17,2.76,No,1,NA,No,NA,Outer membrane Lipoprotein,516,0.54,55,0.35,571,0.52,0.37,No
b0866,ybjQ,1930.59,1782.98,2593.55,2515.96,2.97,2.76,2.45,2.14,Yes,2,1,No,[S] Function unknown,Cytoplasmic,324,0.54,62,0.4,386,0.52,0.4,No
b0867,amiD,2059.91,2201.59,3565.83,3332.02,2.9,2.48,2.12,1.96,Yes,2,2,No,[V] Defense mechanisms,Outer membrane Lipoprotein,831,0.56,NA,NA,NA,NA,0.38,No
b0868,ybjS,820.27,1433.42,2315.18,2979.69,4.06,2.69,2.22,2.03,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1014,0.54,144,0.42,1158,0.53,0.43,No
b0869,ybjT,1386.68,1942.35,4038.23,3868.82,3.33,2.36,1.69,1.79,Yes,3,3,No,NA,Membrane Anchored,1431,0.55,NA,NA,NA,NA,0.35,No
b0870,ltaE,3062.52,4801.15,7665.39,8040.32,2.48,1.8,1.53,1.56,Yes,3,2,No,[E] Amino acid transport and metabolism,Cytoplasmic,1002,0.56,26,0.42,1028,0.56,0.4,No
b0871,poxB,6366,4293.73,5467.08,6671.4,2.16,2.23,2.1,1.94,Yes,3,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,1719,0.54,27,0.44,1746,0.54,0.4,No
b0872,hcr,75.69,102.27,169.33,136.71,24.56,16.42,14.24,17.45,Yes,2,2,No,[C] Energy production and conversion,Cytoplasmic,969,0.55,350,0.53,1319,0.55,0.44,No
b0873,hcp,86.18,207.94,234.88,303.16,17.89,8.45,8,8.89,Yes,2,1,No,NA,Cytoplasmic,1653,0.55,324,0.48,1977,0.54,0.55,No
b0874,ybjE,1054.61,1590.3,3232.74,6881.88,3.75,2.63,1.82,1.5,No,1,NA,No,[S] Function unknown,Integral Membrane Protein,900,0.48,38,0.47,938,0.48,0.31,No
b0875,aqpZ,445.09,315.76,372.04,538.8,8.96,8.83,8.43,6.13,No,1,NA,No,[G] Carbohydrate transport and metabolism,Integral Membrane Protein,696,0.52,373,0.36,1069,0.47,0.49,No
b0876,ybjD,981.24,955.39,1711.15,1772.13,3.88,3.41,2.76,2.62,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,1659,0.53,NA,NA,NA,NA,0.3,No
b0877,ybjX,3832.31,6014.38,9238.11,11526.73,2.37,1.69,1.35,1.29,No,1,NA,No,[S] Function unknown,Cytoplasmic,957,0.5,19,0.26,976,0.5,0.34,No
b0878,macA,1674.22,2171.88,3487.37,3434.64,3.07,2.4,2.06,2.08,Yes,2,1,No,NA,Membrane Anchored,1116,0.53,NA,NA,NA,NA,0.38,No
b0879,macB,781.36,904.85,1504.15,1337.96,4.14,3.28,2.79,2.97,Yes,2,2,No,[V] Defense mechanisms,Integral Membrane Protein,1947,0.54,NA,NA,NA,NA,0.34,No
b0881,clpS,6220.21,6952.09,10197.73,12257.06,2.6,3.1,4.41,2.26,No,1,NA,No,[S] Function unknown,Cytoplasmic,321,0.45,553,0.46,874,0.46,0.35,No
b0884,infA,843.34,1639.82,2064.46,4380.95,4.44,3.07,2.67,2.1,No,1,NA,Yes,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,219,0.48,241,0.48,460,0.48,0.57,No
b0885,aat,1782.33,1970.12,3818.67,3971.21,2.88,2.52,2.22,1.77,No,1,NA,No,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,705,0.54,95,0.49,800,0.54,0.3,No
b0886,cydC,1286.81,2132.82,3336.73,3565.43,3.17,2.5,2.52,1.87,Yes,2,2,Yes,[C] Energy production and conversion,Integral Membrane Protein,1722,0.54,NA,NA,NA,NA,0.31,No
b0887,cydD,1340.59,2431.56,4282.85,4986.24,3.29,2.07,1.59,1.63,Yes,2,1,No,[C] Energy production and conversion,Integral Membrane Protein,1767,0.54,36,0.42,1803,0.53,0.32,No
b0889,lrp,6217.5,9304.94,10672.7,15445.22,3.57,4.29,4.55,2.95,No,1,NA,No,[K] Transcription,Cytoplasmic,495,0.48,267,0.46,762,0.47,0.37,No
b0890,ftsK,1632.47,1858.13,3696.06,5022.77,2.85,2.73,2.59,1.82,No,1,NA,Yes,"[D] Cell cycle control, cell division, chromosome partitioning",Integral Membrane Protein,3990,0.54,295,0.49,4285,0.54,0.44,No
b0893,serS,4897.9,9414.61,13088.7,13328.54,2.22,1.62,1.35,1.48,No,1,NA,Yes,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,1293,0.53,63,0.51,1356,0.53,0.59,No
b0896,dmsC,409.99,450.95,655.23,502.56,7.01,7.25,7.75,10.32,Yes,3,3,No,[R] General function prediction only,Integral Membrane Protein,864,0.55,NA,NA,NA,NA,0.36,No
b0898,ycaD,372.91,610.55,1297.09,1652.31,6.59,4.51,2.88,2.85,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1149,0.52,30,0.33,1179,0.52,0.3,No
b0902,pflA,2183.49,2614.02,3620.24,4600.9,3.02,2.79,2.32,2.42,No,1,NA,No,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,741,0.5,626,0.51,1367,0.51,0.56,No
b0903,pflB,24963.56,25736.77,45377.71,36877.63,8.26,9.9,5.86,6.35,Yes,2,2,No,[C] Energy production and conversion,Cytoplasmic,2283,0.51,354,0.46,2637,0.51,0.81,No
b0904,focA,2982,2188.47,3341.07,4783.22,3.16,2.71,2.09,3.04,Yes,2,1,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,858,0.49,37,0.41,895,0.49,0.42,No
b0905,ycaO,955.28,2119.93,5135.93,6840.62,3.8,2.14,1.58,2.34,No,1,NA,No,NA,Cytoplasmic,1761,0.52,26,0.38,1787,0.51,0.5,No
b0906,ycaP,806.92,505.16,455.33,709.36,4.49,5.1,6.6,4.82,No,1,NA,No,[S] Function unknown,Integral Membrane Protein,693,0.48,26,0.35,719,0.47,0.31,No
b0907,serC,12771.79,21740.42,35718.99,51431.73,1.67,1.35,1.06,2.16,Yes,2,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,1089,0.5,74,0.49,1163,0.5,0.47,No
b0908,aroA,4212.51,8175.1,16507.18,24908.74,2.12,1.43,1.17,1.95,Yes,2,2,No,[E] Amino acid transport and metabolism,Cytoplasmic,1284,0.51,700,0.5,1984,0.51,0.43,No
b0910,cmk,1519.67,2639.4,4095.36,5182.5,3.4,2.26,1.84,1.99,Yes,3,1,No,[F] Nucleotide transport and metabolism,Cytoplasmic,684,0.54,38,0.39,722,0.53,0.38,No
b0912,ihfB,12965.55,16005.31,23657.83,26415.65,4.39,4.67,4.12,6.07,Yes,3,3,No,"[L] Replication, recombination and repair",Cytoplasmic,285,0.49,77,0.53,362,0.5,0.4,No
b0913,ycaI,63.28,126.87,155.77,161.61,22.51,12.19,13.88,14.14,Yes,4,1,No,[R] General function prediction only,Integral Membrane Protein,2265,0.49,490,0.47,2755,0.49,0.24,No
